glyph_name,ps_name,USV,DesignerOrder,bcp47tags,Feat
lamDoublebar_alefTwoabove-ar.fina,uni08A60773.fina,,1132.52,,
lamDoublebar_alefThreeabove-ar,uni08A60774,08A6 0774,1132.61,,
lamDoublebar_alefThreeabove-ar.fina,uni08A60774.fina,,1132.62,,
meem-ar,uni0645,0645,1134.1,,
meem-ar.fina,uni0645.fina,,1134.2,,
meem-ar.medi,uni0645.medi,,1134.3,,
meem-ar.init,uni0645.init,,1135,,
meem-ar.sindhi,uni0645.sindhi,,1136,sd,cv44=1
meem-ar.fina.sindhi,uni0645.fina.sindhi,,1137,,
meemDotabove-ar,uni0765,0765,1140,,
meemDotabove-ar.fina,uni0765.fina,,1141,,
meemDotabove-ar.medi,uni0765.medi,,1142,,
meemDotabove-ar.init,uni0765.init,,1143,,
meemDotabove-ar.sindhi,uni0765.sindhi,,1144,sd,cv44=1
meemDotabove-ar.fina.sindhi,uni0765.fina.sindhi,,1145,,
meemDotbelow-ar,uni0766,0766,1146,,
meemDotbelow-ar.fina,uni0766.fina,,1147,,
meemDotbelow-ar.medi,uni0766.medi,,1148,,
meemDotbelow-ar.init,uni0766.init,,1149,,
meemDotbelow-ar.sindhi,uni0766.sindhi,,1150,sd,cv44=1
meemDotbelow-ar.fina.sindhi,uni0766.fina.sindhi,,1151,,
meemThreedotsabove-ar,uni08A7,08A7,1152,,
meemThreedotsabove-ar.fina,uni08A7.fina,,1153,,
meemThreedotsabove-ar.medi,uni08A7.medi,,1154,,
meemThreedotsabove-ar.init,uni08A7.init,,1155,,
meemThreedotsabove-ar.sindhi,uni08A7.sindhi,,1156,sd,cv44=1
meemThreedotsabove-ar.fina.sindhi,uni08A7.fina.sindhi,,1157,,
noon-ar,uni0646,0646,1158,,
noon-ar.fina,uni0646.fina,,1159,,
noon-ar.medi,uni0646.medi,,1160,,
noon-ar.init,uni0646.init,,1161,,
noonDotbelow-ar,uni06B9,06B9,1173,,
noonDotbelow-ar.fina,uni06B9.fina,,1174,,
noonDotbelow-ar.medi,uni06B9.medi,,1175,,
noonDotbelow-ar.init,uni06B9.init,,1176,,
noonghunna-ar,uni06BA,06BA,1177,,
noonghunna-ar.fina,uni06BA.fina,,1178,,
noonghunna-ar.medi,uni06BA.medi,,1179,,
noonghunna-ar.init,uni06BA.init,,1180,,
rnoon-ar,uni06BB,06BB,1185,,
rnoon-ar.fina,uni06BB.fina,,1186,,
rnoon-ar.medi,uni06BB.medi,,1187,,
rnoon-ar.init,uni06BB.init,,1188,,
noonRing-ar,uni06BC,06BC,1189,,
noonRing-ar.fina,uni06BC.fina,,1190,,
noonRing-ar.medi,uni06BC.medi,,1191,,
noonRing-ar.init,uni06BC.init,,1192,,
noonThreedotsabove-ar,uni06BD,06BD,1193,,
noonThreedotsabove-ar.fina,uni06BD.fina,,1194,,
noonThreedotsabove-ar.medi,uni06BD.medi,,1195,,
noonThreedotsabove-ar.init,uni06BD.init,,1196,,
noonTwodotsbelow-ar,uni0767,0767,1197,,
noonTwodotsbelow-ar.fina,uni0767.fina,,1198,,
noonTwodotsbelow-ar.medi,uni0767.medi,,1199,,
noonTwodotsbelow-ar.init,uni0767.init,,1200,,
noonTahabove-ar,uni0768,0768,1206,,
noonTahabove-ar.fina,uni0768.fina,,1207,,
noonTahabove-ar.medi,uni0768.medi,,1208,,
noonTahabove-ar.init,uni0768.init,,1209,,
noonVabove-ar,uni0769,0769,1210,,
noonVabove-ar.fina,uni0769.fina,,1211,,
noonVabove-ar.medi,uni0769.medi,,1212,,
noonVabove-ar.init,uni0769.init,,1213,,
noonAfrican-ar,uni08BD,08BD,1214,,
noonAfrican-ar.fina,uni08BD.fina,,1215,,
noonAfrican-ar.medi,uni08BD.medi,,1216,,
noonAfrican-ar.init,uni08BD.init,,1217,,
ae-ar,uni06D5,06D5,1222.1,,
ae-ar.fina,uni06D5.fina,,1222.2,,
heh-ar,uni0647,0647,1223,,
heh-ar.fina,uni0647.fina,,1224,,
heh-ar.medi,uni0647.medi,,1225,,
heh-ar.init,uni0647.init,,1226,,
heh-ar.knotted,uni0647.knotted,,1227,"sd,ku","cv48=1,3"
heh-ar.fina.knottedHigh,uni0647.fina.knottedHigh,,1229,,"cv48=1,3"
heh-ar.medi.knottedHigh,uni0647.medi.knottedHigh,,1230,,"cv48=1,3"
heh-ar.fina.hooked,uni0647.fina.hooked,,1231,ur,cv48=2
heh-ar.medi.hooked,uni0647.medi.hooked,,1232,ur,cv48=2
heh-ar.init.hooked,uni0647.init.hooked,,1233,ur,cv48=2
hehHamzaabove-ar,uni06C0,06C0,1234,,
hehHamzaabove-ar.fina,uni06C0.fina,,1235,,
hehgoal-ar,uni06C1,06C1,1236,,
hehgoal-ar.fina,uni06C1.fina,,1237,,
hehgoal-ar.medi,uni06C1.medi,,1238,,
hehgoal-ar.init,uni06C1.init,,1239,,
hehgoalHamzaabove-ar,uni06C2,06C2,1240,,
hehgoalHamzaabove-ar.fina,uni06C2.fina,,1241,,
hehgoalHamzaabove-ar.medi,uni06C2.medi,,1242,,
hehgoalHamzaabove-ar.init,uni06C2.init,,1243,,
hehDoachashmee-ar,uni06BE,06BE,1244,,
hehDoachashmee-ar.fina,uni06BE.fina,,1245,,
hehDoachashmee-ar.medi,uni06BE.medi,,1246,,
hehDoachashmee-ar.init,uni06BE.init,,1247,,
hehVinvertedabove-ar,uni06FF,06FF,1248,,
hehVinvertedabove-ar.fina,uni06FF.fina,,1249,,
hehVinvertedabove-ar.medi,uni06FF.medi,,1250,,
hehVinvertedabove-ar.init,uni06FF.init,,1251,,
tehMarbuta-ar,uni0629,0629,1252,,
tehMarbuta-ar.fina,uni0629.fina,,1253,,
tehMarbutagoal-ar,uni06C3,06C3,1254,,
tehMarbutagoal-ar.fina,uni06C3.fina,,1255,,
waw-ar,uni0648,0648,1258,,
waw-ar.fina,uni0648.fina,,1259,,
highhamzaWaw-ar,uni0676,0676,1262,,
highhamzaWaw-ar.fina,uni0676.fina,,1263,,
uHamzaabove-ar,uni0677,0677,1264,,
uHamzaabove-ar.fina,uni0677.fina,,1265,,
u-ar,uni06C7,06C7,1268,,
u-ar.fina,uni06C7.fina,,1269,,
wawring-ar,uni06C4,06C4,1272,,
wawring-ar.fina,uni06C4.fina,,1273,,
wawTwodots-ar,uni06CA,06CA,1274,,
wawTwodots-ar.fina,uni06CA.fina,,1275,,
wawDotabove-ar,uni06CF,06CF,1276,,
wawDotabove-ar.fina,uni06CF.fina,,1277,,
wawHamzaabove-ar,uni0624,0624,1278,,
wawHamzaabove-ar.fina,uni0624.fina,,1279,,
wawTwoabove-ar,uni0778,0778,1280,,
wawTwoabove-ar.fina,uni0778.fina,,1281,,
wawThreeAbove-ar,uni0779,0779,1282,,
wawThreeAbove-ar.fina,uni0779.fina,,1283,,
wawDotcenter-ar,uni08AB,08AB,1284,,
wawDotcenter-ar.fina,uni08AB.fina,,1285,,
wawStraight-ar,uni08B1,08B1,1286,,
wawStraight-ar.fina,uni08B1.fina,,1287,,
kirghizoe-ar,uni06C5,06C5,1288,,
kirghizoe-ar.fina,uni06C5.fina,,1289,,
kirghizoe-ar.bar,uni06C5.bar,,1289.1,,cv51=1
kirghizoe-ar.fina.bar,uni06C5.fina.bar,,1289.2,,
oe-ar,uni06C6,06C6,1290,,
oe-ar.fina,uni06C6.fina,,1291,,
yu-ar,uni06C8,06C8,1292,,
yu-ar.fina,uni06C8.fina,,1293,,
kirghizyu-ar,uni06C9,06C9,1294,,
kirghizyu-ar.fina,uni06C9.fina,,1295,,
ve-ar,uni06CB,06CB,1296,,
ve-ar.fina,uni06CB.fina,,1297,,
alefMaksura-ar,uni0649,0649,1298,,
alefMaksura-ar.fina,uni0649.fina,,1299,,
alefMaksura-ar.medi,uni0649.medi,,1300,,
alefMaksura-ar.init,uni0649.init,,1301,,
aleflow-ar,uni08AD,08AD,1308,,
yeh-ar,uni064A,064A,1309,,
yeh-ar.fina,uni064A.fina,,1310,,
yeh-ar.medi,uni064A.medi,,1311,,
yeh-ar.init,uni064A.init,,1312,,
yeh-ar.noDots,uni064A.noDots,,1325,,
yeh-ar.noDots.fina,uni064A.noDots.fina,,1326,,
yeh-ar.noDots.medi,uni064A.noDots.medi,,1327,,
yeh-ar.noDots.init,uni064A.noDots.init,,1328,,
yehHamzaabove-ar,uni0626,0626,1329,,
yehHamzaabove-ar.fina,uni0626.fina,,1330,,
yehHamzaabove-ar.medi,uni0626.medi,,1331,,
yehHamzaabove-ar.init,uni0626.init,,1332,,
yehHamzaabove-ar.loclKIR,uni0626.loclKIR,,1333.1,ky,cv54=1
yehHamzaabove-ar.fina.loclKIR,uni0626.fina.loclKIR,,1333.2,,
yehVabove-ar,uni06CE,06CE,1334,,
yehVabove-ar.fina,uni06CE.fina,,1335,,
yehVabove-ar.medi,uni06CE.medi,,1336,,
yehVabove-ar.init,uni06CE.init,,1337,,
yehTwodotsbelowHamzaabove-ar,uni08A8,08A8,1338,,
yehTwodotsbelowHamzaabove-ar.fina,uni08A8.fina,,1339,,
yehTwodotsbelowHamzaabove-ar.medi,uni08A8.medi,,1340,,
yehTwodotsbelowHamzaabove-ar.init,uni08A8.init,,1341,,
yehTwodotsbelowDotabove-ar,uni08A9,08A9,1344,,
yehTwodotsbelowDotabove-ar.fina,uni08A9.fina,,1345,,
yehTwodotsbelowDotabove-ar.medi,uni08A9.medi,,1346,,
yehTwodotsbelowDotabove-ar.init,uni08A9.init,,1347,,
yehVinverted-farsi,uni063D,063D,1350,,
yehVinverted-farsi.fina,uni063D.fina,,1351,,
yehVinverted-farsi.medi,uni063D.medi,,1352,,
yehVinverted-farsi.init,uni063D.init,,1353,,
yeh-farsi,uni06CC,06CC,1354,,
yeh-farsi.fina,uni06CC.fina,,1355,,
yeh-farsi.medi,uni06CC.medi,,1356,,
yeh-farsi.init,uni06CC.init,,1357,,
yehTwodotsabove-farsi,uni063E,063E,1366,,
yehTwodotsabove-farsi.fina,uni063E.fina,,1367,,
yehTwodotsabove-farsi.medi,uni063E.medi,,1368,,
yehTwodotsabove-farsi.init,uni063E.init,,1369,,
yehThreedotsabove-farsi,uni063F,063F,1370,,
yehThreedotsabove-farsi.fina,uni063F.fina,,1371,,
yehThreedotsabove-farsi.medi,uni063F.medi,,1372,,
yehThreedotsabove-farsi.init,uni063F.init,,1373,,
yehTwoabove-farsi,uni0775,0775,1382,,
yehTwoabove-farsi.fina,uni0775.fina,,1383,,
yehTwoabove-farsi.medi,uni0775.medi,,1384,,
yehTwoabove-farsi.init,uni0775.init,,1385,,
yehThreeabove-farsi,uni0776,0776,1386,,
yehThreeabove-farsi.fina,uni0776.fina,,1387,,
yehThreeabove-farsi.medi,uni0776.medi,,1388,,
yehThreeabove-farsi.init,uni0776.init,,1389,,
yehFourbelow-farsi,uni0777,0777,1390,,
yehFourbelow-farsi.fina,uni0777.fina,,1391,,
yehFourbelow-farsi.medi,uni0777.medi,,1392,,
yehFourbelow-farsi.init,uni0777.init,,1393,,
yehTail-ar,uni06CD,06CD,1394,,
yehTail-ar.fina,uni06CD.fina,,1395,,
yehKashmiri-ar,uni0620,0620,1396,,
yehKashmiri-ar.fina,uni0620.fina,,1397,,
yehKashmiri-ar.medi,uni0620.medi,,1398,,
yehKashmiri-ar.init,uni0620.init,,1399,,
e-ar,uni06D0,06D0,1400,,
e-ar.fina,uni06D0.fina,,1401,,
e-ar.medi,uni06D0.medi,,1402,,
e-ar.init,uni06D0.init,,1403,,
yehThreedotsbelow-ar,uni06D1,06D1,1405,,
yehThreedotsbelow-ar.fina,uni06D1.fina,,1406,,
yehThreedotsbelow-ar.medi,uni06D1.medi,,1407,,
yehThreedotsbelow-ar.init,uni06D1.init,,1408,,
yehTwodotsbelowNoonabove-ar,uni08BA,08BA,1410,,
yehTwodotsbelowNoonabove-ar.fina,uni08BA.fina,,1411,,
yehTwodotsbelowNoonabove-ar.medi,uni08BA.medi,,1412,,
yehTwodotsbelowNoonabove-ar.init,uni08BA.init,,1413,,
yehbarree-ar,uni06D2,06D2,1414,,
yehbarree-ar.fina,uni06D2.fina,,1415,,
yehbarreeHamzaabove-ar,uni06D3,06D3,1417,,
yehbarreeHamzaabove-ar.fina,uni06D3.fina,,1418,,
yehbarreeTwoabove-ar,uni077A,077A,1419,,
yehbarreeTwoabove-ar.fina,uni077A.fina,,1420,,
yehbarreeTwoabove-ar.medi,uni077A.medi,,1421,,
yehbarreeTwoabove-ar.init,uni077A.init,,1422,,
yehbarreeThreeabove-ar,uni077B,077B,1423,,
yehbarreeThreeabove-ar.fina,uni077B.fina,,1424,,
yehbarreeThreeabove-ar.medi,uni077B.medi,,1425,,
yehbarreeThreeabove-ar.init,uni077B.init,,1426,,
yehRohingya-ar,uni08AC,08AC,1427,,
yehRohingya-ar.fina,uni08AC.fina,,1428,,
highhamzaYeh-ar,uni0678,0678,1429,,
highhamzaYeh-ar.fina,uni0678.fina,,1430,,
highhamzaYeh-ar.medi,uni0678.medi,,1431,,
highhamzaYeh-ar.init,uni0678.init,,1432,,
kashida-ar,uni0640,0640,1433,,
absAutoKashida,absAutoKashida,,1434,,
sadabove-ar,uni0610,0610,1435,,
ainabove-ar,uni0611,0611,1436,,
takhallusabove-ar,uni0614,0614,1437,,
tahabove-ar,uni0615,0615,1438,,
alefLamYehabove-ar,uni0616,0616,1439,,
zainabove-ar,uni0617,0617,1440,,
fathasmall-ar,uni0618,0618,1441,,
dammasmall-ar,uni0619,0619,1442,,
kasrasmall-ar,uni061A,061A,1443,,
threedots-ar,uni061E,061E,1444,,
wavyhamzabelow-ar,uni065F,065F,1446,,
alefabove-ar,uni0670,0670,1447,,
alefabove-ar.large,uni0670.large,,1448,,"cv76=1,2"
alefbelow-ar,uni0656,0656,1449,,
hamzaabove-ar,uni0654,0654,1450,,
hamzabelow-ar,uni0655,0655,1452,,
fathatan-ar,uni064B,064B,1453,,
dammatan-ar,uni064C,064C,1454,,
dammatan-ar.sixNine,uni064C.sixNine,,1455,rhg,cv72=1
kasratan-ar,uni064D,064D,1456,,
kasratan-ar.lowered,uni064D.lowered,,1457,,
fatha-ar,uni064E,064E,1458,,
damma-ar,uni064F,064F,1460,,
damma-ar.filled,uni064F.filled,,1461,,"cv70=1,2"
damma-ar.short,uni064F.short,,1462,wo,cv70=2
kasra-ar,uni0650,0650,1464,,
kasra-ar.lowered,uni0650.lowered,,1465,,
shadda-ar,uni0651,0651,1466,,
sukun-ar,uni0652,0652,1467,,
sukun-ar.downOpen,uni0652.downOpen,,1468,,cv78=1
sukun-ar.leftOpen,uni0652.leftOpen,,1469,,cv78=2
madda-ar,uni0653,0653,1470,,
madda-ar.small,uni0653.small,,1471,,cv60=1
noonghunnaabove-ar,uni0658,0658,1472,,
dammainverted-ar,uni0657,0657,1473,,
dammainverted-ar.open,uni0657.open,,1475,,"cv74=1,2"
fathaHorizont-ar,uni0659,0659,1477,,
vabove-ar,uni065A,065A,1478,,
vinvertedabove-ar,uni065B,065B,1479,,
dotvowelbelow-ar,uni065C,065C,1480,,
dammareversed-ar,uni065D,065D,1482,,
fathatwodots-ar,uni065E,065E,1483,,
sadLamAlefMaksuraabove-ar,uni06D6,06D6,1484,,
qafLamAlefMaksuraabove-ar,uni06D7,06D7,1485,,
meemabove-ar,uni06D8,06D8,1486,,
meemStopabove-ar,uni06E2,06E2,1487,,
lamAlefabove-ar,uni06D9,06D9,1488,,
jeemabove-ar,uni06DA,06DA,1489,,
threedotsabove-ar,uni06DB,06DB,1490,,
seenabove-ar,uni06DC,06DC,1491,,
hizb-ar,uni06DE,06DE,1492,,
sukunround-ar,uni06DF,06DF,1493,,
sukunoval-ar,uni06E0,06E0,1494,,
hahabove-ar,uni06E1,06E1,1495,,# cv92
seenbelow-ar,uni06E3,06E3,1496,,
maddalong-ar,uni06E4,06E4,1497,,
wawSmall-ar,uni06E5,06E5,1498,,
yehSmall-ar,uni06E6,06E6,1499,,
yehabove-ar,uni06E7,06E7,1500,,
noonabove-ar,uni06E8,06E8,1501,,
wawbelow-ar,uni08D3,08D3,1502,,
wordArRubabove-ar,uni08D4,08D4,1503,,
sadaboveStandard-ar,uni08D5,08D5,1504,,
ainaboveStandard-ar,uni08D6,08D6,1505,,
qafabove-ar,uni08D7,08D7,1506,,
noonKasraabove-ar,uni08D8,08D8,1507,,
noonKasrabelow-ar,uni08D9,08D9,1508,,
wordAthThalathaabove-ar,uni08DA,08DA,1509,,
wordAsSajdaabove-ar,uni08DB,08DB,1510,,
wordAnNisfabove-ar,uni08DC,08DC,1511,,
wordSaktaabove-ar,uni08DD,08DD,1512,,
wordQifabove-ar,uni08DE,08DE,1513,,
wordWaqfaabove-ar,uni08DF,08DF,1514,,
footnotemarkerabove-ar,uni08E0,08E0,1515,,
pagemarkerabove-ar,uni08E1,08E1,1516,,
sajdah-ar,uni06E9,06E9,1517,,
rhombusStopbelow-ar,uni06EA,06EA,1518,,
rhombusStopabove-ar,uni06EB,06EB,1519,,
dotStopabove-ar,uni06EC,06EC,1520,,
meembelow-ar,uni06ED,06ED,1521,,
zero-ar,uni0660,0660,1522,,
zero-ar.medium,uni0660.medium,,1523,,
zero-ar.small,uni0660.small,,1524,,
one-ar,uni0661,0661,1525,,
one-ar.medium,uni0661.medium,,1526,,
one-ar.small,uni0661.small,,1527,,
two-ar,uni0662,0662,1528,,
two-ar.medium,uni0662.medium,,1529,,
two-ar.small,uni0662.small,,1530,,
three-ar,uni0663,0663,1531,,
three-ar.medium,uni0663.medium,,1532,,
three-ar.small,uni0663.small,,1533,,
four-ar,uni0664,0664,1534,,
four-ar.medium,uni0664.medium,,1535,,
four-ar.small,uni0664.small,,1536,,
five-ar,uni0665,0665,1537,,
five-ar.medium,uni0665.medium,,1538,,
five-ar.small,uni0665.small,,1539,,
six-ar,uni0666,0666,1540,,
six-ar.medium,uni0666.medium,,1541,,
six-ar.small,uni0666.small,,1542,,
seven-ar,uni0667,0667,1543,,
seven-ar.medium,uni0667.medium,,1544,,
seven-ar.small,uni0667.small,,1545,,
eight-ar,uni0668,0668,1546,,
eight-ar.medium,uni0668.medium,,1547,,
eight-ar.small,uni0668.small,,1548,,
nine-ar,uni0669,0669,1549,,
nine-ar.medium,uni0669.medium,,1550,,
nine-ar.small,uni0669.small,,1551,,
zero-persian,uni06F0,06F0,1552,,
zero-persian.medium,uni06F0.medium,,1553,,
zero-persian.small,uni06F0.small,,1554,,
one-persian,uni06F1,06F1,1555,,
one-persian.medium,uni06F1.medium,,1556,,
one-persian.small,uni06F1.small,,1557,,
two-persian,uni06F2,06F2,1558,,
two-persian.medium,uni06F2.medium,,1559,,
two-persian.small,uni06F2.small,,1560,,
three-persian,uni06F3,06F3,1561,,
three-persian.medium,uni06F3.medium,,1562,,
three-persian.small,uni06F3.small,,1563,,
four-persian,uni06F4,06F4,1564,,
four-persian.medium,uni06F4.medium,,1565,,
four-persian.small,uni06F4.small,,1566,,
four-persian.urdu,uni06F4.urdu,,1567,ur,cv82=2
four-persian.urdu.medium,uni06F4.urdu.medium,,1568,ur,
four-persian.urdu.small,uni06F4.urdu.small,,1569,ur,
four-persian.roh,uni06F4.roh,,1570,rhg,cv82=4
four-persian.roh.medium,uni06F4.roh.medium,,1571,rhg,
four-persian.roh.small,uni06F4.roh.small,,1572,rhg,
five-persian,uni06F5,06F5,1573,,
five-persian.medium,uni06F5.medium,,1574,,
five-persian.small,uni06F5.small,,1575,,
six-persian,uni06F6,06F6,1576,,
six-persian.medium,uni06F6.medium,,1577,,
six-persian.small,uni06F6.small,,1578,,
six-persian.urdu,uni06F6.urdu,,1579,"sd,ur,rhg","cv82=1,2,4"
six-persian.urdu.medium,uni06F6.urdu.medium,,1580,"sd,ur,rhg",
six-persian.urdu.small,uni06F6.urdu.small,,1581,"sd,ur,rhg",
seven-persian,uni06F7,06F7,1582,,
seven-persian.medium,uni06F7.medium,,1583,,
seven-persian.small,uni06F7.small,,1584,,
seven-persian.urdu,uni06F7.urdu,,1585,"sd,ur,rhg","cv82=1,2,4"
seven-persian.urdu.medium,uni06F7.urdu.medium,,1586,"sd,ur,rhg",
seven-persian.urdu.small,uni06F7.urdu.small,,1587,"sd,ur,rhg",
eight-persian,uni06F8,06F8,1588,,
eight-persian.medium,uni06F8.medium,,1589,,
eight-persian.small,uni06F8.small,,1590,,
nine-persian,uni06F9,06F9,1591,,
nine-persian.medium,uni06F9.medium,,1592,,
nine-persian.small,uni06F9.small,,1593,,
fullstop-ar,uni06D4,06D4,1594,,
comma-ar,uni060C,060C,1595,,
comma-ar.downward,uni060C.downward,,1596,,cv84=1
semicolon-ar,uni061B,061B,1597,,
semicolon-ar.downward,uni061B.downward,,1598,,cv84=1
mark-ar,uni061C,061C,1599,,# invs
question-ar,uni061F,061F,1600,,
percent-ar,uni066A,066A,1601,,
number-ar,uni0600,0600,1602,,
number-ar.2,uni0600.2,,1603,,
number-ar.3,uni0600.3,,1604,,
decimalseparator-ar,uni066B,066B,1605,,
thousandseparator-ar,uni066C,066C,1606,,
asterisk-ar,uni066D,066D,1607,,
parenleft-ar,uniFD3E,FD3E,1608,,
parenright-ar,uniFD3F,FD3F,1609,,
year-ar,uni0601,0601,1610,,
year-ar.2,uni0601.2,,1611,,
year-ar.3,uni0601.3,,1612,,
year-ar.4,uni0601.4,,1613,,
footnotemarker-ar,uni0602,0602,1614,,
footnotemarker-ar.2,uni0602.2,,1615,,
pagenumber-ar,uni0603,0603,1616,,
pagenumber-ar.2,uni0603.2,,1617,,
pagenumber-ar.3,uni0603.3,,1618,,
pagenumber-ar.4,uni0603.4,,1619,,
samvat-ar,uni0604,0604,1620,,
samvat-ar.2,uni0604.2,,1621,,
samvat-ar.3,uni0604.3,,1622,,
samvat-ar.4,uni0604.4,,1623,,
numbermark-ar,uni0605,0605,1624,,
numbermark-ar.2,uni0605.2,,1625,,
numbermark-ar.3,uni0605.3,,1626,,
numbermark-ar.4,uni0605.4,,1627,,
cuberoot-ar,uni0606,0606,1628,,
fourthroot-ar,uni0607,0607,1629,,
ray-ar,uni0608,0608,1630,,
perthousand-ar,uni0609,0609,1631,,
pertenthousand-ar,uni060A,060A,1632,,
afghani-ar,uni060B,060B,1633,,
dateseparator-ar,uni060D,060D,1634,,
verseComma-ar,uni060E,060E,1635,,
misraComma-ar,uni060F,060F,1636,,
sindhiampersand-ar,uni06FD,06FD,1637,,
sindhipostpositionmen-ar,uni06FE,06FE,1638,,
endofayah-ar,uni06DD,06DD,1639,,
endofayah-ar.2,uni06DD.2,,1641,,
endofayah-ar.3,uni06DD.3,,1642,,
endofayah-ar.alt,uni06DD.alt,,1643,,cv80=1
endofayah-ar.altB,uni06DD.altB,,1644,,cv80=2
endofayah-ar.alt.2,uni06DD.alt.2,,1645,,
endofayah-ar.alt.3,uni06DD.alt.3,,1646,,
endofayah-ar.altB.2,uni06DD.altB.2,,1647,,
endofayah-ar.altB.3,uni06DD.altB.3,,1648,,
allah-ar,uniFDF2,FDF2,1657,,
alef-ar.allah,uni0627.allah,,1659,,
alef-ar.fina.allah,uni0627.fina.allah,,1660,,
lam-ar.init.allah1,uni0644.init.allah1,,1661,,
lam-ar.medi.allah1,uni0644.medi.allah1,,1662,,
lam-ar.medi.allah2,uni0644.medi.allah2,,1663,,
heh-ar.fina.allah,uni0647.fina.allah,,1667,,
hehgoal-ar.fina.allah,uni06C1.fina.allah,,1668,,
allahlong-ar,uniFDFA,FDFA,1676,,
jallajalalouhou-ar,uniFDFB,FDFB,1677,,
rial,uniFDFC,FDFC,1678,,
bismillah-ar,uniFDFD,FDFD,1679,,
salaamuhuAlaynaa-ar,uniE002,E002,1680,,
alayhiAsSalaam-ar,uniE003,E003,1681,,
alayhimAsSalaam-ar,uniE004,E004,1682,,
alayhaaAsSalaam-ar,uniE005,E005,1683,,
rahimahuAllaah-ar,uniE006,E006,1684,,
radiAllaahuAnh-ar,uniE007,E007,1685,,
radiAllaahuAnhaa-ar,uniE008,E008,1686,,
radiAllaahuAnhum-ar,uniE009,E009,1687,,
radiAllaahuAnhumaa-ar,uniE00A,E00A,1688,,
radiAllaahuAnhunna-ar,uniE00B,E00B,1689,,
sallallaahuAlayhiWaAalih-ar,uniE00C,E00C,1690,,
alayhimaaAsSalaam-ar,uniE00D,E00D,1691,,
alayhiAsSalaatuWaSalaam-ar,uniE00E,E00E,1692,,
quddisaSirrah-ar,uniE00F,E00F,1693,,
sallallahuAlayhiWaAaliheeWaSallam-ar,uniE010,E010,1694,,
subhaanahuWaTaaalaa-ar,uniE011,E011,1695,,
azzaWaJall-ar,uniE012,E012,1696,,
dammaturnedbelow-ar,uni08E3,08E3,1699,,
fathaCurly-ar,uni08E4,08E4,1700,,
dammaCurly-ar,uni08E5,08E5,1701,,
kasraCurly-ar,uni08E6,08E6,1702,,
fathatanCurly-ar,uni08E7,08E7,1703,,
dammatanCurly-ar,uni08E8,08E8,1704,,
kasratanCurly-ar,uni08E9,08E9,1705,,
toneonedotabove-ar,uni08EA,08EA,1706,,
tonetwodotsabove-ar,uni08EB,08EB,1707,,
toneloopabove-ar,uni08EC,08EC,1708,,
toneonedotbelow-ar,uni08ED,08ED,1709,,
tonetwodotsbelow-ar,uni08EE,08EE,1710,,
toneloopbelow-ar,uni08EF,08EF,1711,,
openfathatan-ar,uni08F0,08F0,1712,,
opendammatan-ar,uni08F1,08F1,1713,,
openkasratan-ar,uni08F2,08F2,1714,,
highwaw-ar,uni08F3,08F3,1715,,
fathaRing-ar,uni08F4,08F4,1716,,
fathaDotabove-ar,uni08F5,08F5,1717,,
kasraDotbelow-ar,uni08F6,08F6,1718,,
leftarrowheadabove-ar,uni08F7,08F7,1719,,
rightarrowheadabove-ar,uni08F8,08F8,1720,,
leftarrowheadbelow-ar,uni08F9,08F9,1721,,
rightarrowheadbelow-ar,uni08FA,08FA,1722,,
doublerightarrowheadabove-ar,uni08FB,08FB,1723,,
doublerightarrowheadDotabove-ar,uni08FC,08FC,1724,,
rightarrowheadDotabove-ar,uni08FD,08FD,1725,,
dammaDot-ar,uni08FE,08FE,1726,,
marksidewaysnoonghunna-ar,uni08FF,08FF,1727,,# cv92=1
damma_meem-ar,uni064F06E2,064F 06E2,1728,,
fatha_meem-ar,uni064E06E2,064E 06E2,1729,,
hamza_fatha-ar,uni0654064E,0654 064E,1730,,
hamza_damma-ar,uni0654064F,0654 064F,1731,,
hamza_damma-ar.filled,uni0654064F.filled,,1732,,cv70=1
hamza_damma-ar.short,uni0654064F.short,,1733,wo,cv70=2
kasra_meem-ar,uni065006E2,0650 06E2,1734,,
shadda_alef-ar,uni06510670,0651 0670,1735,,
shadda_fathatan-ar,uni0651064B,0651 064B,1736,,
shadda_dammatan-ar,uni0651064C,0651 064C,1737,,
shadda_dammatan-ar.sixNine,uni0651064C.sixNine,,1738,rhg,cv72=1
shadda_kasratan-ar,uni0651064D,0651 064D,1739,"sd,ur,ku",cv62=2
shadda_fatha-ar,uni0651064E,0651 064E,1740,,
shadda_damma-ar,uni0651064F,0651 064F,1741,,
shadda_damma-ar.filled,uni0651064F.filled,,1742,,cv70=1
shadda_damma-ar.short,uni0651064F.short,,1743,wo,cv70=2
shadda_kasra-ar,uni06510650,0651 0650,1744,"sd,ur,ku",cv62=2
enquad,uni2000,2000,1745,,
emquad,uni2001,2001,1746,,
enspace,uni2002,2002,1747,,
emspace,uni2003,2003,1748,,
threeperemspace,uni2004,2004,1749,,
fourperemspace,uni2005,2005,1750,,
sixperemspace,uni2006,2006,1751,,
figurespace,uni2007,2007,1752,,
punctuationspace,uni2008,2008,1753,,
thinspace,uni2009,2009,1754,,
hairspace,uni200A,200A,1755,,
zerowidthspace,uni200B,200B,1756,,
zerowidthnonjoiner,uni200C,200C,1757,,# invs
zerowidthjoiner,uni200D,200D,1758,,# invs
