glyph_name,ps_name,USV,DesignerOrder,bcp47tags,Feat
zeroWidthNoBreakSpace,uniFEFF,FEFF,1759,,
lefttorightmark,uni200E,200E,1760,,# invs
righttoleftmark,uni200F,200F,1761,,# invs
nonbreakinghyphen,uni2011,2011,1762,,
figuredash,figuredash,2012,1763,,
endash,endash,2013,1764,,
emdash,emdash,2014,1765,,
horizontalbar,uni2015,2015,1766,,
quoteleft,quoteleft,2018,1767,,
quoteright,quoteright,2019,1769,,
quotesinglbase,quotesinglbase,201A,1771,,
quotedblleft,quotedblleft,201C,1772,,
quotedblright,quotedblright,201D,1774,,
quotedblbase,quotedblbase,201E,1776,,
dagger,dagger,2020,1777,,
daggerdbl,daggerdbl,2021,1778,,
bullet,bullet,2022,1779,,
ellipsis,ellipsis,2026,1780,,
hyphenationpoint,uni2027,2027,1781,,
lineseparator,uni2028,2028,1782,,
paragraphseparator,uni2029,2029,1783,,
lefttorightembedding,uni202A,202A,1784,,# invs
righttoleftembedding,uni202B,202B,1785,,# invs
popdirectionalformatting,uni202C,202C,1786,,# invs
lefttorightoverride,uni202D,202D,1787,,# invs
righttoleftoverride,uni202E,202E,1788,,# invs
narrownbspace,uni202F,202F,1789,,
perthousand,perthousand,2030,1790,,
guilsinglleft,guilsinglleft,2039,1791,,
guilsinglright,guilsinglright,203A,1792,,
fraction,fraction,2044,1793,,
wordjoiner,uni2060,2060,1794,,
lefttorightisolate,uni2066,2066,1795,,# invs
righttoleftisolate,uni2067,2067,1796,,# invs
firststrongisolate,uni2068,2068,1797,,# invs
popdirectionalisolate,uni2069,2069,1798,,# invs
inhibitformshaping-ar,uni206C,206C,1799,,
activateformshaping-ar,uni206D,206D,1800,,
euro,Euro,20AC,1801,,
trademark,trademark,2122,1803,,
Ohm,Omega,2126,1804,,
partialdiff,partialdiff,2202,1805,,
partialdiff.rtl,partialdiff.rtl,,1806,,
Delta,Delta,2206,1807,,
product,product,220F,1808,,
summation,summation,2211,1809,,
summation.rtl,summation.rtl,,1810,,
minus,minus,2212,1811,,
divisionslash,uni2215,2215,1811.1,,
reverseSolidusOperator,uni29F5,29F5,1811.2,,
bulletoperator,uni2219,2219,1812,,
radical,radical,221A,1813,,
radical.rtl,radical.rtl,,1814,,
infinity,infinity,221E,1815,,
integral,integral,222B,1816,,
integral.rtl,integral.rtl,,1817,,
approxequal,approxequal,2248,1818,,
approxequal.rtl,approxequal.rtl,,1819,,
notequal,notequal,2260,1820,,
notequal.rtl,notequal.rtl,,1821,,
lessequal,lessequal,2264,1822,,
greaterequal,greaterequal,2265,1823,,
blank,uni2423,2423,1824,,
lozenge,lozenge,25CA,1825,,
dottedCircle,uni25CC,25CC,1826,,
FontBslnSideBrngMrkrLft,uniF130,F130,1827,,
FontBslnSideBrngMrkrRt,uniF131,F131,1828,,
fi,fi,FB01,1829,,
fl,fl,FB02,1830,,
VS1,uniFE00,FE00,1831,,# invs
VS2,uniFE01,FE01,1832,,# invs
VS3,uniFE02,FE02,1833,,# invs
VS4,uniFE03,FE03,1834,,# invs
VS5,uniFE04,FE04,1835,,# invs
VS6,uniFE05,FE05,1836,,# invs
VS7,uniFE06,FE06,1837,,# invs
VS8,uniFE07,FE07,1838,,# invs
VS9,uniFE08,FE08,1839,,# invs
VS10,uniFE09,FE09,1840,,# invs
VS11,uniFE0A,FE0A,1841,,# invs
VS12,uniFE0B,FE0B,1842,,# invs
VS13,uniFE0C,FE0C,1843,,# invs
VS14,uniFE0D,FE0D,1844,,# invs
VS15,uniFE0E,FE0E,1845,,# invs
VS16,uniFE0F,FE0F,1846,,# invs
objectReplacementCharacter,uniFFFC,FFFC,1847,,
replacementCharacter,uniFFFD,FFFD,1848,,
_bar,_bar,,1849.6,,
_bar2,_bar2,,1850,,
_damma,_damma,,1851,,
_damma.filled,_damma.filled,,1852.1,,
_dot1,_dot1,,1853.1,,
_dot1_hat,_dot1_hat,,1857,,
_dot1_smallV,_dot1_smallV,,1858,,
_dot1_tah,_dot1_tah,,1859,,
_dot1_dot3u,_dot1_dot3u,,1860,,
_dot1_dot3d,_dot1_dot3d,,1861,,
_dot2h,_dot2h,,1862,,
_dot2h_smallV,_dot2h_smallV,,1864,,
_dot2h_tah,_dot2h_tah,,1867,,
_dot2v,_dot2v,,1868,,
_dot3d,_dot3d,,1871,,
_dot3h,_dot3h,,1875,,
_dot3u,_dot3u,,1876,,
_dot4,_dot4,,1881,,
_dotCircular,_dotCircular,,1882,,
_four,_four,,1883,,
_gafBar,_gafBar,,1884,,
_gafBar_dot2h,_gafBar_dot2h,,1886,,
_gafBar_dot3u,_gafBar_dot3u,,1887,,
_gafBarCenter,_gafBarCenter,,1888,,
_gafBarShort,_gafBarShort,,1889,,
_gafBarShort_dot2h,_gafBarShort_dot2h,,1890,,
_gafBarShort_dot3u,_gafBarShort_dot3u,,1891,,
_hamza,_hamza,,1892,,
_hamzaDamma,_hamzaDamma,,1893,,
_hamzaDamma.filled,_hamzaDamma.filled,,1894,,
_hamzaComma,_hamzaComma,,1894.1,,
_hat,_hat,,1904,,
_highHamza,_highHamza,,1905,,
_invSmallV,_invSmallV,,1906,,
_kafSquiggle,_kafSquiggle,,1906.1,,
_lines,_lines,,1907,,
_madda,_madda,,1908,,
_madda.small,_madda.small,,1909,,
_meem,_meem,,1910,,
_noon,_noon,,1911,,
_ring,_ring,,1912,,
_smallV,_smallV,,1913,,
_straightBar,_straightBar,,1913.1,,
_tah,_tah,,1914,,
_tah_smallV,_tah_smallV,,1915,,
_teh,_teh,,1916,,
_three,_three,,1917,,
_two,_two,,1918,,
_uComma,_uComma,,1918.2,,
_vline,_vline,,1919,,
_wasla,_wasla,,1920,,
_wavyHamza,_wavyHamza,,1921,,

